adapter,error,session_id,turn_index,latency_ms,measured,ok,output_text,peak_memory_mib,kv_cache_memory_mib,kv_incremental_mib,kv_cumulative_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,resident_kv_mib_before,resident_kv_mib_after,restore_ms,recompute_ms,evicted_kv_mib,budget_hit,ttft_ms,length_bucket,split,task,extra_backend,extra_bits,extra_builtin_request_fallback,extra_dry_run,extra_env,extra_error_type,extra_failure_stage,extra_family,extra_h2o_recent_size,extra_h2o_selected_size,extra_h2o_kept_tokens,extra_h2o_cache_budget,extra_h2o_prompt_tokens,extra_kivi_bits,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_quantization_triggered,extra_kivi_residual_length,extra_metric_loss_em,extra_metric_loss_f1,extra_metric_loss_rouge_l,extra_model,extra_arrival_index,extra_history_turns,extra_prompt_text,extra_effective_prompt_chars,extra_primary_metric,extra_runtime_cuda_visible_devices,extra_runtime_device_strategy,extra_runtime_visible_device_count,extra_stage_startup_ms,extra_stage_model_load_ms,extra_stage_tokenize_ms,extra_stage_transfer_ms,extra_stage_generate_ms,extra_stage_decode_ms,extra_stage_prefill_ms,extra_stage_first_token_ms,extra_stage_total_ms,extra_original_request_id,extra_profile_note,extra_reference,extra_repeat_index,extra_request_source,extra_returncode,extra_note,extra_source,extra_strategy,extra_ttft_semantics,extra_unsupported,extra_worker_cuda_visible_devices,extra_worker_device_strategy,extra_worker_mode,extra_vllm_cache_hits,extra_vllm_cache_misses,extra_vllm_cached_blocks,extra_vllm_evictions,extra_vllm_policy_time_ms,extra_vllm_eviction_decision_time_ms
full,,qa-session-009__pressure_r1_c2,0,661.0500030219555,True,True,![](https://d1ynq5sw1vnuu5.cloud,15140.16943359375,3.28125,3.28125,3.28125,full_gpu,0.0,1.0,qa-session-009-turn0__pressure_r1_c2,7765.63671875,0.0,3.28125,0.0,0.0,0.0,False,56.735020130872726,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,55,[],"Context: Team Borealis can ship exactly 27 crates on August 14. The destination must remain checkpoint-3. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",199,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.41038915514945984,0.09440258145332336,660.2850519120693,0.0,56.125182658433914,56.735020130872726,661.0500030219555,,full/exact qwen2 runtime,Team Borealis ships 27 crates on August 14 to checkpoint-3.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-009__pressure_r1_c1,1,668.4418320655823,True,True, The! shipment!! date!!! of!!!!!!,15204.349609375,5.46875,2.1875,5.46875,full_gpu,0.0,1.0,qa-session-009-turn1__pressure_r1_c1,7765.63671875,3.28125,5.46875,0.0,0.0,0.0,False,65.87117165327072,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,56,"[""User: Context: Team Borealis can ship exactly 27 crates on August 14. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 27 crates on August 14 to checkpoint-3.""]","Question: What date was locked for the shipment, and what cannot change?
Answer:",357,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.5821101367473602,0.12312084436416626,667.4665212631226,0.0,65.06496667861938,65.87117165327072,668.4418320655823,,full/exact qwen2 runtime,August 14; the destination checkpoint-3 cannot change.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-009__pressure_r1_c2,1,665.1726141571999,True,True, The! shipment!! date!!! of!!!!!!,15209.818359375,5.46875,2.1875,5.46875,full_gpu,0.0,1.0,qa-session-009-turn1__pressure_r1_c2,7765.63671875,3.28125,5.46875,0.0,0.0,0.0,False,66.2333182990551,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,57,"[""User: Context: Team Borealis can ship exactly 27 crates on August 14. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 27 crates on August 14 to checkpoint-3.""]","Question: What date was locked for the shipment, and what cannot change?
Answer:",357,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.5458071827888489,0.10230392217636108,664.191447198391,0.0,65.47795608639717,66.2333182990551,665.1726141571999,,full/exact qwen2 runtime,August 14; the destination checkpoint-3 cannot change.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-009__pressure_r1_c1,2,696.023240685463,True,True," No,! The!! shipment!! must! be!!!!",15292.93603515625,8.203125,2.734375,8.203125,full_gpu,0.0,1.0,qa-session-009-turn2__pressure_r1_c1,7765.63671875,5.46875,8.203125,0.0,0.0,0.0,False,93.44607964158058,medium,eval,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,58,"[""User: Context: Team Borealis can ship exactly 27 crates on August 14. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 27 crates on August 14 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 14; the destination checkpoint-3 cannot change.""]","Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",614,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.8500143885612488,0.11539459228515625,694.7870217263699,0.0,92.34736859798431,93.44607964158058,696.023240685463,,full/exact qwen2 runtime,Yes. Split 27 crates into two equal batches while keeping August 14 and destination checkpoint-3 unchanged.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-009__pressure_r1_c2,2,685.2770186960697,True,True," No,! The!! shipment!! must! be!!!!",15301.13916015625,8.203125,2.734375,8.203125,full_gpu,0.0,1.0,qa-session-009-turn2__pressure_r1_c2,7765.63671875,5.46875,8.203125,0.0,0.0,0.0,False,89.54599127173424,medium,eval,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,59,"[""User: Context: Team Borealis can ship exactly 27 crates on August 14. The destination must remain checkpoint-3. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Borealis ships 27 crates on August 14 to checkpoint-3."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 14; the destination checkpoint-3 cannot change.""]","Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",614,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.7345713675022125,0.13375282287597656,684.1482855379581,0.0,88.56545016169548,89.54599127173424,685.2770186960697,,full/exact qwen2 runtime,Yes. Split 27 crates into two equal batches while keeping August 14 and destination checkpoint-3 unchanged.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-010__pressure_r1_c1,0,656.0423150658607,True,True,! [Image] Team! Cinder!!! can!!! ship!,15166.77197265625,3.171875,3.171875,3.171875,full_gpu,0.0,1.0,qa-session-010-turn0__pressure_r1_c1,7765.63671875,0.0,3.171875,0.0,0.0,0.0,False,56.10336363315582,medium,eval,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,60,[],"Context: Team Cinder can ship exactly 28 crates on August 15. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",192,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.40929391980171204,0.09237602353096008,655.2430614829063,0.0,55.49897998571396,56.10336363315582,656.0423150658607,,full/exact qwen2 runtime,Team Cinder ships 28 crates on August 15 to relay-5.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-010__pressure_r1_c2,0,656.4611308276653,True,True,! [Image] Team! Cinder!!! can!!! ship!,15169.94384765625,3.171875,3.171875,3.171875,full_gpu,0.0,1.0,qa-session-010-turn0__pressure_r1_c2,7765.63671875,0.0,3.171875,0.0,0.0,0.0,False,56.07552081346512,medium,eval,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,61,[],"Context: Team Cinder can ship exactly 28 crates on August 15. The destination must remain relay-5. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",192,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.4100203514099121,0.09987130761146545,655.6979231536388,0.0,55.46008050441742,56.07552081346512,656.4611308276653,,full/exact qwen2 runtime,Team Cinder ships 28 crates on August 15 to relay-5.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-010__pressure_r1_c1,1,658.283032476902,True,True, The! shipment!! was!!!!!!!!!!,15231.8251953125,5.25,2.078125,5.25,full_gpu,0.0,1.0,qa-session-010-turn1__pressure_r1_c1,7765.63671875,3.171875,5.25,0.0,0.0,0.0,False,64.02929127216339,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,62,"[""User: Context: Team Cinder can ship exactly 28 crates on August 15. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 28 crates on August 15 to relay-5.""]","Question: What date was locked for the shipment, and what cannot change?
Answer:",343,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.532250851392746,0.09899958968162537,657.3999598622322,0.0,63.286662101745605,64.02929127216339,658.283032476902,,full/exact qwen2 runtime,August 15; the destination relay-5 cannot change.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-010__pressure_r1_c2,1,653.7078656256199,True,True, The! shipment!! was!!!!!!!!!!,15237.0751953125,5.25,2.078125,5.25,full_gpu,0.0,1.0,qa-session-010-turn1__pressure_r1_c2,7765.63671875,3.171875,5.25,0.0,0.0,0.0,False,64.47925791144371,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,63,"[""User: Context: Team Cinder can ship exactly 28 crates on August 15. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 28 crates on August 15 to relay-5.""]","Question: What date was locked for the shipment, and what cannot change?
Answer:",343,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.5357712507247925,0.10104849934577942,652.8251692652702,0.0,63.73736262321472,64.47925791144371,653.7078656256199,,full/exact qwen2 runtime,August 15; the destination relay-5 cannot change.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-010__pressure_r1_c1,2,698.8509520888329,True,True," No,! The!! shipment!! must! be!!!!",15319.994140625,7.984375,2.734375,7.984375,full_gpu,0.0,1.0,qa-session-010-turn2__pressure_r1_c1,7765.63671875,5.25,7.984375,0.0,0.0,0.0,False,89.32189643383026,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,64,"[""User: Context: Team Cinder can ship exactly 28 crates on August 15. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 28 crates on August 15 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 15; the destination relay-5 cannot change.""]","Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",595,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.7462687790393829,0.10655075311660767,697.734322398901,0.0,88.35668861865997,89.32189643383026,698.8509520888329,,full/exact qwen2 runtime,Yes. Split 28 crates into two equal batches while keeping August 15 and destination relay-5 unchanged.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-010__pressure_r1_c2,2,680.4454922676086,True,True," No,! The!! shipment!! must! be!!!!",15327.978515625,7.984375,2.734375,7.984375,full_gpu,0.0,1.0,qa-session-010-turn2__pressure_r1_c2,7765.63671875,5.25,7.984375,0.0,0.0,0.0,False,90.81212431192398,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,65,"[""User: Context: Team Cinder can ship exactly 28 crates on August 15. The destination must remain relay-5. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Cinder ships 28 crates on August 15 to relay-5."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 15; the destination relay-5 cannot change.""]","Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",595,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.7462352514266968,0.10304898023605347,679.3374493718147,0.0,89.85352516174316,90.81212431192398,680.4454922676086,,full/exact qwen2 runtime,Yes. Split 28 crates into two equal batches while keeping August 15 and destination relay-5 unchanged.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-011__pressure_r1_c1,0,648.1619849801064,True,True,![](https://d1ynq5sw1vviaj.cloudfront,15199.58447265625,3.171875,3.171875,3.171875,full_gpu,0.0,1.0,qa-session-011-turn0__pressure_r1_c1,7765.63671875,0.0,3.171875,0.0,0.0,0.0,False,56.26485124230385,medium,eval,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,66,[],"Context: Team Delta can ship exactly 29 crates on August 16. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",191,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.40100887417793274,0.10543316602706909,647.3850756883621,0.0,55.659323930740356,56.26485124230385,648.1619849801064,,full/exact qwen2 runtime,Team Delta ships 29 crates on August 16 to depot-2.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-011__pressure_r1_c2,0,644.7622589766979,True,True,![](https://d1ynq5sw1vviaj.cloudfront,15202.75634765625,3.171875,3.171875,3.171875,full_gpu,0.0,1.0,qa-session-011-turn0__pressure_r1_c2,7765.63671875,0.0,3.171875,0.0,0.0,0.0,False,56.495774537324905,medium,eval,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,67,[],"Context: Team Delta can ship exactly 29 crates on August 16. The destination must remain depot-2. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",191,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.3899894654750824,0.09248033165931702,644.0462656319141,0.0,55.91735616326332,56.495774537324905,644.7622589766979,,full/exact qwen2 runtime,Team Delta ships 29 crates on August 16 to depot-2.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-011__pressure_r1_c1,1,660.7683524489403,True,True, The! shipment!! date!!! of!!!!!!,15264.6376953125,5.25,2.078125,5.25,full_gpu,0.0,1.0,qa-session-011-turn1__pressure_r1_c1,7765.63671875,3.171875,5.25,0.0,0.0,0.0,False,65.19241631031036,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,68,"[""User: Context: Team Delta can ship exactly 29 crates on August 16. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 29 crates on August 16 to depot-2.""]","Question: What date was locked for the shipment, and what cannot change?
Answer:",341,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.4869326949119568,0.09480491280555725,659.9215678870678,0.0,64.48773294687271,65.19241631031036,660.7683524489403,,full/exact qwen2 runtime,August 16; the destination depot-2 cannot change.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-011__pressure_r1_c2,1,662.3871810734272,True,True, The! shipment!! date!!! of!!!!!!,15269.8876953125,5.25,2.078125,5.25,full_gpu,0.0,1.0,qa-session-011-turn1__pressure_r1_c2,7765.63671875,3.171875,5.25,0.0,0.0,0.0,False,64.81676548719406,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,69,"[""User: Context: Team Delta can ship exactly 29 crates on August 16. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 29 crates on August 16 to depot-2.""]","Question: What date was locked for the shipment, and what cannot change?
Answer:",341,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.5650781095027924,0.10659545660018921,661.4580452442169,0.0,64.01484832167625,64.81676548719406,662.3871810734272,,full/exact qwen2 runtime,August 16; the destination depot-2 cannot change.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-011__pressure_r1_c1,2,679.2480610311031,True,True," No, the! shipment! cannot! be!!!! split! into",15352.806640625,7.984375,2.734375,7.984375,full_gpu,0.0,1.0,qa-session-011-turn2__pressure_r1_c1,7765.63671875,5.25,7.984375,0.0,0.0,0.0,False,89.41532298922539,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,70,"[""User: Context: Team Delta can ship exactly 29 crates on August 16. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 29 crates on August 16 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 16; the destination depot-2 cannot change.""]","Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",593,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.6949827075004578,0.10781735181808472,678.216952830553,0.0,88.51703256368637,89.41532298922539,679.2480610311031,,full/exact qwen2 runtime,Yes. Split 29 crates into two equal batches while keeping August 16 and destination depot-2 unchanged.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-011__pressure_r1_c2,2,683.5719309747219,True,True," No, the! shipment! cannot! be!!!! split! into",15360.791015625,7.984375,2.734375,7.984375,full_gpu,0.0,1.0,qa-session-011-turn2__pressure_r1_c2,7765.63671875,5.25,7.984375,0.0,0.0,0.0,False,90.08582308888435,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,71,"[""User: Context: Team Delta can ship exactly 29 crates on August 16. The destination must remain depot-2. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Delta ships 29 crates on August 16 to depot-2."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 16; the destination depot-2 cannot change.""]","Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",593,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.6513893604278564,0.09460374712944031,682.5798638164997,0.0,89.2399251461029,90.08582308888435,683.5719309747219,,full/exact qwen2 runtime,Yes. Split 29 crates into two equal batches while keeping August 16 and destination depot-2 unchanged.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-012__pressure_r1_c1,0,646.641194820404,True,True,![](https://d1ynq5sw1v5nyr.cloud,15100.05322265625,3.171875,3.171875,3.171875,full_gpu,0.0,1.0,qa-session-012-turn0__pressure_r1_c1,7765.63671875,0.0,3.171875,0.0,0.0,0.0,False,56.21911957859993,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,72,[],"Context: Team Atlas can ship exactly 30 crates on August 17. The destination must remain warehouse-7. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",195,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.36995112895965576,0.09124726057052612,645.9222920238972,0.0,55.66736310720444,56.21911957859993,646.641194820404,,full/exact qwen2 runtime,Team Atlas ships 30 crates on August 17 to warehouse-7.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-012__pressure_r1_c2,0,653.9717838168144,True,True,![](https://d1ynq5sw1v5nyr.cloud,15103.22509765625,3.171875,3.171875,3.171875,full_gpu,0.0,1.0,qa-session-012-turn0__pressure_r1_c2,7765.63671875,0.0,3.171875,0.0,0.0,0.0,False,56.13241717219353,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,73,[],"Context: Team Atlas can ship exactly 30 crates on August 17. The destination must remain warehouse-7. Keep those constraints for later.
Question: Repeat the shipping plan in one sentence.
Answer:",195,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.40477514266967773,0.09419769048690796,653.221283107996,0.0,55.53404986858368,56.13241717219353,653.9717838168144,,full/exact qwen2 runtime,Team Atlas ships 30 crates on August 17 to warehouse-7.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-012__pressure_r1_c1,1,645.2366560697556,True,True, The! shipment!! was!!!!!!!!!!,15165.1064453125,5.25,2.078125,5.25,full_gpu,0.0,1.0,qa-session-012-turn1__pressure_r1_c1,7765.63671875,3.171875,5.25,0.0,0.0,0.0,False,64.51571360230446,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,74,"[""User: Context: Team Atlas can ship exactly 30 crates on August 17. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 30 crates on August 17 to warehouse-7.""]","Question: What date was locked for the shipment, and what cannot change?
Answer:",349,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.5477555096149445,0.09997561573982239,644.3532891571522,0.0,63.75955417752266,64.51571360230446,645.2366560697556,,full/exact qwen2 runtime,August 17; the destination warehouse-7 cannot change.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-012__pressure_r1_c2,1,662.4903753399849,True,True, The! shipment!! was!!!!!!!!!!,15170.3564453125,5.25,2.078125,5.25,full_gpu,0.0,1.0,qa-session-012-turn1__pressure_r1_c2,7765.63671875,3.171875,5.25,0.0,0.0,0.0,False,65.04637748003006,medium,calibration,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,75,"[""User: Context: Team Atlas can ship exactly 30 crates on August 17. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 30 crates on August 17 to warehouse-7.""]","Question: What date was locked for the shipment, and what cannot change?
Answer:",349,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.5419477820396423,0.09620934724807739,661.6199277341366,0.0,64.30532783269882,65.04637748003006,662.4903753399849,,full/exact qwen2 runtime,August 17; the destination warehouse-7 cannot change.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
full,,qa-session-012__pressure_r1_c1,2,684.4417303800583,True,True," No,! The!!! shipment!! must! be!!!",15253.275390625,7.984375,2.734375,7.984375,full_gpu,0.0,1.0,qa-session-012-turn2__pressure_r1_c1,7765.63671875,5.25,7.984375,0.0,0.0,0.0,False,92.26258471608162,medium,eval,qa,qwen2_exact_runtime,,false,,tailguardkv-base,,,full,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,76,"[""User: Context: Team Atlas can ship exactly 30 crates on August 17. The destination must remain warehouse-7. Keep those constraints for later.\nQuestion: Repeat the shipping plan in one sentence.\nAnswer:"", ""Assistant: Team Atlas ships 30 crates on August 17 to warehouse-7."", ""User: Question: What date was locked for the shipment, and what cannot change?\nAnswer:"", ""Assistant: August 17; the destination warehouse-7 cannot change.""]","Question: A coordinator asks whether the shipment can be split into two equal batches without changing the original date or destination. Answer yes/no and keep the constraints.
Answer:",605,f1,"0,1",balanced_two_gpu,2,2085.710059851408,18014.20247927308,0.6773695349693298,0.09423494338989258,683.4270693361759,0.0,91.35913848876953,92.26258471608162,684.4417303800583,,full/exact qwen2 runtime,Yes. Split 30 crates into two equal batches while keeping August 17 and destination warehouse-7 unchanged.,,data/fixtures/pilot_session_trace_requests.jsonl,,,,,first_token,,"0,1",balanced_two_gpu,persistent,,,,,,
