adapter,error,extra_backend,extra_bits,extra_builtin_request_fallback,extra_env,extra_family,extra_h2o_cache_budget,extra_h2o_heavy_ratio,extra_h2o_heavy_size,extra_h2o_kept_tokens,extra_h2o_mask_events,extra_h2o_prompt_tokens,extra_h2o_prune_events,extra_h2o_recent_ratio,extra_h2o_recent_size,extra_kivi_effective_mode,extra_kivi_group_size,extra_kivi_kernel_calls,extra_kivi_quantization_triggered,extra_kivi_quantize_calls,extra_kivi_quantized_layers,extra_kivi_quantized_tokens,extra_kivi_residual_length,extra_max_new_tokens,extra_metric_em,extra_metric_f1,extra_metric_rouge_l,extra_model,extra_primary_metric,extra_profile_note,extra_prompt_tokens,extra_reference,extra_request_source,extra_stage_decode_ms,extra_stage_first_token_ms,extra_stage_generate_ms,extra_stage_model_load_ms,extra_stage_prefill_ms,extra_stage_startup_ms,extra_stage_tokenize_ms,extra_stage_total_ms,extra_stage_transfer_ms,extra_ttft_semantics,extra_worker_mode,kv_cache_memory_mib,latency_ms,length_bucket,measured,ok,output_text,peak_memory_mib,profile,quality_loss,quality_score,request_id,resident_memory_mib,split,task,ttft_ms
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)",zai-org/LongBench,0.0,2764.0411108732224,3305.722527205944,17470.0734205544,2751.5063770115376,46.84973135590553,11.95637509226799,3318.565361201763,0.2911761403083801,first_token,batch,62.890625,3318.565361201763,long,True,True, The document states that the proposed model outperforms previous state-of-the-art methods,4996.36474609375,full_gpu,0.0,1.0,longbench_qasper_000002,8670.9375,calibration,qa_long_context,2764.0411108732224
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,The Duchess of Cambridge will feature on the cover of British Vogue to mark the magazine's centenary.,EdinburghNLP/xsum,0.0,162.3375155031681,703.5599239170551,17470.0734205544,159.81585159897804,46.84973135590553,2.2761300206184387,706.4596824347973,0.11507421731948853,first_token,batch,18.9765625,706.4596824347973,medium,True,True, The Duchess of Cambridge is to feature on the cover of British Vogue for the first,4489.01708984375,full_gpu,0.0,1.0,xsum_000002,8670.9375,calibration,summary,162.3375155031681
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"As the UK considers greater devolution in the aftermath of Scotland's independence referendum, should a troubled Northern Ireland Assembly push for more powers over its own affairs?",EdinburghNLP/xsum,0.0,56.36245012283325,626.2045130133629,17470.0734205544,55.51845207810402,46.84973135590553,0.6313472986221313,627.5149025022984,0.1010596752166748,first_token,batch,3.2265625,627.5149025022984,short,True,True, The BBC's Chris Buckler reports on the latest developments in the case of a,4309.97021484375,full_gpu,0.0,1.0,xsum_000011,8670.9375,calibration,summary,56.36245012283325
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,A vegan cafe in Tbilisi has appealed for public solidarity after being invaded by ultra-nationalists wielding grilled meat and sausages.,EdinburghNLP/xsum,0.0,286.53184324502945,965.8166691660881,17470.0734205544,282.595694065094,46.84973135590553,3.6207549273967743,970.0838401913643,0.15487149357795715,first_token,batch,32.59375,970.0838401913643,long,True,True, A cafe in Georgia has appealed for support after it was attacked by a group of,4643.27294921875,full_gpu,0.0,1.0,xsum_000017,8670.9375,calibration,summary,286.53184324502945
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"Will a £300,000-a-week salary change a hot prospect's attitude to the game?",EdinburghNLP/xsum,0.0,897.8440687060356,1579.407874494791,17470.0734205544,888.2356025278568,46.84973135590553,9.186726063489914,1589.4217677414417,0.20931661128997803,first_token,batch,109.484375,1589.4217677414417,xl,True,True," As clubs look to spend hundreds of millions of pounds on new players, they are",5519.84423828125,full_gpu,0.0,1.0,xsum_000107,8670.9375,calibration,summary,897.8440687060356
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,using tweets that one has replied or quoted to as contextual information,zai-org/LongBench,0.0,511.8313319981098,1199.3480920791626,17470.0734205544,506.12716749310493,46.84973135590553,5.3862594068050385,1205.6534364819527,0.15752390027046204,first_token,batch,68.03125,1205.6534364819527,long,True,True, The paper explores the use of additional features and context to improve the detection of abusive,5051.69873046875,full_gpu,0.0,1.0,longbench_qasper_000003,8670.9375,calibration,qa_long_context,511.8313319981098
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Google has hired the creator of one of the web's most notorious forums - 4chan.,EdinburghNLP/xsum,0.0,166.2149429321289,836.8087969720364,17470.0734205544,162.93615102767944,46.84973135590553,3.0104145407676697,840.5528403818607,0.12181699275970459,first_token,batch,21.546875,840.5528403818607,medium,True,True, The man who created the notorious image-sharing website 4chan is to join Google,4517.76123046875,full_gpu,0.0,1.0,xsum_000003,8670.9375,calibration,summary,166.2149429321289
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"A man tried to abduct a boy outside a primary school in Milton Keynes, the school said.",EdinburghNLP/xsum,0.0,72.77435064315796,745.704673230648,17470.0734205544,71.75525650382042,46.84973135590553,0.8092746138572693,747.0620051026344,0.10337680578231812,first_token,batch,7.2734375,747.0620051026344,short,True,True, A man in his 30s with blonde hair and a scratch on his,4355.64794921875,full_gpu,0.0,1.0,xsum_000013,8670.9375,calibration,summary,72.77435064315796
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Barnsley striker Tom Bradshaw says every footballer can learn from the examples set by Wales stars Gareth Bale and Aaron Ramsey.,EdinburghNLP/xsum,0.0,263.0409374833107,936.0229149460793,17470.0734205544,260.30367240309715,46.84973135590553,2.484619617462158,939.2068311572075,0.12723729014396667,first_token,batch,27.453125,939.2068311572075,long,True,True, Barnsley striker Sam Bradshaw says he has been inspired by the hunger of,4586.17138671875,full_gpu,0.0,1.0,xsum_000019,8670.9375,calibration,summary,263.0409374833107
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Football's crisis-hit world governing body Fifa will meet in Zurich on Friday and elect a new leader to try to take the damaged organisation forward into a new era.,EdinburghNLP/xsum,0.0,959.7723633050919,1646.2044231593609,17470.0734205544,950.2519890666008,46.84973135590553,9.09954309463501,1656.1537832021713,0.20625069737434387,first_token,batch,111.78125,1656.1537832021713,xl,True,True, The 209 members of world football's governing body Fifa are due,5544.41259765625,full_gpu,0.0,1.0,xsum_000110,8670.9375,calibration,summary,959.7723633050919
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney",zai-org/LongBench,0.0,2842.666707932949,3391.588728874922,16601.22625529766,2823.216211050749,48.936568200588226,18.84918287396431,3411.344300955534,0.2787373960018158,first_token,batch,67.8671875,3411.344300955534,long,True,True," The Facebook pages they looked at include FoxNews, CNN, ESPN, New York",5049.93505859375,full_gpu,0.0,1.0,longbench_qasper_000004,8670.21484375,calibration,qa_long_context,2842.666707932949
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Barcelona football club chief Sandro Rosell has resigned following a Spanish court's decision to look into last year's signing of Brazil star Neymar.,EdinburghNLP/xsum,0.0,167.47358068823814,724.511630833149,16601.22625529766,164.05914723873138,48.936568200588226,3.162611275911331,728.3548563718796,0.11481717228889465,first_token,batch,21.3828125,728.3548563718796,medium,True,True, Barcelona's president Sandro Rosell has resigned after a year-long investigation into the,4516.81494140625,full_gpu,0.0,1.0,xsum_000006,8670.21484375,calibration,summary,167.47358068823814
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Sri Lanka seamer Shaminda Eranga was reported for a suspect bowling action in the second-Test defeat by England at Chester-le-Street.,EdinburghNLP/xsum,0.0,69.85226273536682,604.6431511640549,16601.22625529766,68.71222704648972,48.936568200588226,0.924423336982727,606.1205267906189,0.09689852595329285,first_token,batch,6.78125,606.1205267906189,short,True,True, Sri Lanka pace bowler Lasith Eranga has been suspended from international cricket after,4350.05810546875,full_gpu,0.0,1.0,xsum_000029,8670.21484375,calibration,summary,69.85226273536682
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Aspens are one of our most beautiful native trees and there's a huge demand for seeds to grow new ones for planting.,EdinburghNLP/xsum,0.0,278.26372534036636,792.0288592576981,16601.22625529766,275.2522677183151,48.936568200588226,2.8081946074962616,795.3426577150822,0.10086968541145325,first_token,batch,30.84375,795.3426577150822,long,True,True," The aspen tree, a native of Scotland, usually reproduces by sending up",4623.83349609375,full_gpu,0.0,1.0,xsum_000027,8670.21484375,calibration,summary,278.26372534036636
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,Yes,zai-org/LongBench,0.0,538.0006618797779,1072.0113404095173,16601.22625529766,532.3656462132931,48.936568200588226,5.404185503721237,1078.01104336977,0.13021007180213928,first_token,batch,68.6875,1078.01104336977,long,True,True, The provided context does not explicitly mention whether the hashtag and SemEval datasets contain only,5058.56201171875,full_gpu,0.0,1.0,longbench_qasper_000005,8670.21484375,calibration,qa_long_context,538.0006618797779
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"About 70% of London schools could face budget cuts under government plans to change how they are funded, according to London Councils.",EdinburghNLP/xsum,0.0,164.26249966025352,678.4216500818729,16601.22625529766,162.3564437031746,48.936568200588226,1.721750944852829,680.6338578462601,0.09404867887496948,first_token,batch,21.3828125,680.6338578462601,medium,True,True, London schools would have to make huge savings if a government plan to equalise school,4516.81494140625,full_gpu,0.0,1.0,xsum_000007,8670.21484375,calibration,summary,164.26249966025352
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Barnsley have signed striker Elliot Lee from Premier League club West Ham United for an undisclosed fee.,EdinburghNLP/xsum,0.0,69.33630630373955,606.3456982374191,16601.22625529766,68.50594654679298,48.936568200588226,0.6595663726329803,607.4966639280319,0.08151307702064514,first_token,batch,6.8359375,607.4966639280319,short,True,True, League One side Leeds United have signed West Ham United midfielder Sam Lee on a three,4350.67919921875,full_gpu,0.0,1.0,xsum_000032,8670.21484375,calibration,summary,69.33630630373955
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"Islamic State (IS) militants have killed more than 120 civilians since launching a fresh attack on the Syrian border town of Kobane, activists say.",EdinburghNLP/xsum,0.0,243.1027851998806,752.9253773391247,16601.22625529766,240.56392535567284,48.936568200588226,2.2773481905460358,755.7684406638145,0.10671466588973999,first_token,batch,28.8203125,755.7684406638145,long,True,True," Islamic State (IS) militants have launched a new offensive on Kobane, a",4601.35791015625,full_gpu,0.0,1.0,xsum_000031,8670.21484375,calibration,summary,243.1027851998806
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2",zai-org/LongBench,0.0,540.7959893345833,1065.7378546893597,16601.22625529766,536.023024469614,48.936568200588226,4.55397367477417,1070.861853659153,0.128231942653656,first_token,batch,66.828125,1070.861853659153,long,True,True, The document proposes an evaluation protocol and baseline for the concept-map-based MDS task,5037.87646484375,full_gpu,0.0,1.0,longbench_qasper_000006,8670.21484375,calibration,qa_long_context,540.7959893345833
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Jason Roy continued his fine form with a second century in six days as Surrey made a strong start with the bat against Middlesex at Lord's.,EdinburghNLP/xsum,0.0,154.22074869275093,668.7790788710117,16601.22625529766,152.92657911777496,48.936568200588226,1.108117401599884,670.3938730061054,0.09040907025337219,first_token,batch,15.2578125,670.3938730061054,medium,True,True, Surrey opener Jason Roy hit his second century of the week as his side reached ,4447.71044921875,full_gpu,0.0,1.0,xsum_000008,8670.21484375,calibration,summary,154.22074869275093
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,A man has been arrested by police in Bahrain in connection with the death of former BBC journalist and News Letter editor Austin Hunter.,EdinburghNLP/xsum,0.0,2223.284635692835,2761.730872094631,16365.996845066547,2216.3901180028915,56.12855404615402,6.419353187084198,2769.0690271556377,0.24855509400367737,first_token,batch,4.2109375,2769.0690271556377,short,True,True, A man from Northern Ireland who was working in the United Arab Emirates has been killed,4320.90380859375,full_gpu,0.0,1.0,xsum_000033,8628.96484375,calibration,summary,2223.284635692835
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,"Hundreds of schoolchildren, among them a pupil of only eight, have been caught with drugs on school premises, new figures reveal.",EdinburghNLP/xsum,0.0,361.9752675294876,924.7367419302464,16365.996845066547,354.1226014494896,56.12855404615402,7.485963404178619,932.9071566462517,0.13273954391479492,first_token,batch,37.734375,932.9071566462517,long,True,True, Police have seized illegal drugs from school premises in England and Wales more than 2,4702.06201171875,full_gpu,0.0,1.0,xsum_000039,8628.96484375,calibration,summary,361.9752675294876
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,"CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum",zai-org/LongBench,0.0,529.2688794434071,1052.013248205185,16365.996845066547,519.5902585983276,56.12855404615402,9.379934519529343,1062.0603412389755,0.17424672842025757,first_token,batch,64.3671875,1062.0603412389755,long,True,True, The proposed approach was evaluated on three single-document news summarization datasets that represent different,5012.26513671875,full_gpu,0.0,1.0,longbench_qasper_000007,8628.96484375,calibration,qa_long_context,529.2688794434071
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Kent's outgoing high-profile police and crime commissioner (PCC) has said she is proud of her achievements four years after being elected.,EdinburghNLP/xsum,0.0,166.98458418250084,716.2144333124161,16365.996845066547,164.12019357085228,56.12855404615402,2.656489610671997,719.4711416959763,0.10024011135101318,first_token,batch,20.5078125,719.4711416959763,medium,True,True," The outgoing Police and Crime Commissioner for Kent, Ann Barnes, has said her time",4506.02490234375,full_gpu,0.0,1.0,xsum_000012,8628.96484375,calibration,summary,166.98458418250084
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,A motorcyclist and a car driver have been killed in a crash on the A36 near Warminster.,EdinburghNLP/xsum,0.0,67.78567656874657,619.4190979003906,16365.996845066547,66.57861545681953,56.12855404615402,0.99964439868927,621.0391148924828,0.10043755173683167,first_token,batch,6.453125,621.0391148924828,short,True,True, A motorbike rider and a car driver have died after a collision in Wilt,4346.33154296875,full_gpu,0.0,1.0,xsum_000049,8628.96484375,calibration,summary,67.78567656874657
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Two rival criminal groups have been hit with what police describe as the largest ever gang injunction.,EdinburghNLP/xsum,0.0,547.335296869278,1090.9991264343262,16365.996845066547,540.5739285051823,56.12855404615402,6.4023323357105255,1098.2254147529602,0.1773647964000702,first_token,batch,68.3046875,1098.2254147529602,long,True,True, A landmark ruling has seen 18 men banned from meeting each other and entering,5054.84130859375,full_gpu,0.0,1.0,xsum_000041,8628.96484375,calibration,summary,547.335296869278
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,f1,full/exact transformers smoke,,GM$\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.,zai-org/LongBench,0.0,513.5429762303829,1064.239576458931,16365.996845066547,507.8042261302471,56.12855404615402,5.460456013679504,1070.3333839774132,0.14741718769073486,first_token,batch,65.953125,1070.3333839774132,long,True,True, This approach compares favorably to other word sense disambiguation (WSD,5028.69873046875,full_gpu,0.0,1.0,longbench_qasper_000008,8628.96484375,calibration,qa_long_context,513.5429762303829
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Newport County goalkeeper Rhys Taylor has joined Wrexham on loan until January.,EdinburghNLP/xsum,0.0,150.08417889475822,698.9992931485176,16365.996845066547,148.10693636536598,56.12855404615402,1.7344281077384949,701.3549990952015,0.11165440082550049,first_token,batch,15.0390625,701.3549990952015,medium,True,True, Newport County have sold goalkeeper Rhys Taylor to Wrexham for an undisclosed fee,4445.28076171875,full_gpu,0.0,1.0,xsum_000014,8628.96484375,calibration,summary,150.08417889475822
full,,transformers,,false,,full,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,/DATACENTER3/zhenxiang.wang/resource/Qwen2.5-7B-Instruct,rouge_l,full/exact transformers smoke,,Exeter Chiefs forward Sam Simmonds has signed a new two-year deal with the Premiership club.,EdinburghNLP/xsum,0.0,62.50762566924095,614.3676675856113,16365.996845066547,61.56497821211815,56.12855404615402,0.7474608719348907,615.7481633126736,0.09583309292793274,first_token,batch,5.03125,615.7481633126736,short,True,True, Exeter Chiefs have signed Cornish Pirates prop Jack Simmonds on a two-year,4330.18310546875,full_gpu,0.0,1.0,xsum_000054,8628.96484375,calibration,summary,62.50762566924095
