action_profile,active_session_count,audit_rate,backend_budget_hit,backend_name,budget_hit,candidate_safe_count,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,drift_state,epsilon,error,evicted_kv_mib,exact,fallback_reason,global_budget_mib,global_resident_kv_mib,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,policy_budget_filtered,pred_loss,quality_loss,queue_delay_ms,reason,recompute_ms,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,risk_upper,safe,safety_reason,session_id,task,ttft_ms,turn_index
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,38.828125,,,935.4882538318634,long,True,True,,False,,16406.3466796875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_2wikimqa_00137,,,7760.765625,,,,,,qa,340.55787324905396,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,42.7109375,,,967.7219204604626,long,True,True,,False,,16602.46630859375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_2wikimqa_00187,,,7760.765625,,,,,,qa,350.60039535164833,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,41.0703125,,,927.6026412844658,long,True,True,,False,,16226.65966796875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_hotpotqa_00046,,,7760.765625,,,,,,qa,340.49801528453827,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,35.7109375,,,928.8433268666267,long,True,True,,False,,16158.19287109375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_hotpotqa_00116,,,7760.765625,,,,,,qa,301.4273829758167,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,34.5625,,,927.7555197477341,long,True,True,,False,,16197.82373046875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_hotpotqa_00156,,,7760.765625,,,,,,qa,304.11629751324654,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,40.140625,,,937.5396370887756,long,True,True,,False,,16438.20458984375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_hotpotqa_00206,,,7760.765625,,,,,,qa,349.4274653494358,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,44.2421875,,,984.2536076903343,long,True,True,,False,,16632.443359375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_multifieldqa_en_00004,,,7760.765625,,,,,,qa,388.7319341301918,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,59.4453125,,,1138.6513598263264,long,True,True,,False,,16803.6025390625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_multifieldqa_en_00104,,,7760.765625,,,,,,qa,542.3597693443298,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,37.7890625,,,920.6124916672707,long,True,True,,False,,16267.0986328125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_musique_00008,,,7760.765625,,,,,,qa,329.39065992832184,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,41.234375,,,957.8780867159367,long,True,True,,False,,16444.28662109375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_musique_00073,,,7760.765625,,,,,,qa,353.5756282508373,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,39.2109375,,,948.1961876153946,long,True,True,,False,,16464.91943359375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_musique_00143,,,7760.765625,,,,,,qa,335.62518656253815,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,36.53125,,,925.6951734423637,long,True,True,,False,,16469.16162109375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_musique_00203,,,7760.765625,,,,,,qa,333.25120434165,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,35.21875,,,902.442928403616,long,True,True,,False,,16050.42724609375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_qasper_00000,,,7760.765625,,,,,,qa,305.35363405942917,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,33.3046875,,,879.0108673274517,long,True,True,,False,,16063.94921875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_qasper_00065,,,7760.765625,,,,,,qa,289.515882730484,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,89.7421875,,,1553.1919710338116,long,True,True,,False,,17767.22998046875,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_vcsum_00144,,,7760.765625,,,,,,summary,952.0297013223171,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,30.5703125,,,869.0255656838417,long,True,True,,False,,16179.55810546875,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_multi_news_00022,,,7760.765625,,,,,,summary,271.10129594802856,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,29.09375,,,872.5755736231804,long,True,True,,False,,16198.61181640625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_gov_report_00080,,,7760.765625,,,,,,summary,270.2861912548542,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,32.921875,,,875.30916929245,long,True,True,,False,,15977.3291015625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_gov_report_00220,,,7760.765625,,,,,,summary,294.23772543668747,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,33.3046875,,,889.5688615739346,long,True,True,,False,,16054.05078125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_multi_news_00047,,,7760.765625,,,,,,summary,291.10153019428253,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,38.2265625,,,944.3768374621868,long,True,True,,False,,16261.45849609375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_multi_news_00072,,,7760.765625,,,,,,summary,331.3148207962513,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,39.8125,,,940.7682381570339,long,True,True,,False,,16380.2705078125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_multi_news_00092,,,7760.765625,,,,,,summary,347.7439172565937,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,33.03125,,,886.36764138937,long,True,True,,False,,16262.39013671875,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_multi_news_00137,,,7760.765625,,,,,,summary,296.67673259973526,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,35.8203125,,,886.0748894512653,long,True,True,,False,,16067.12890625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_multi_news_00172,,,7760.765625,,,,,,summary,299.9296151101589,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,39.484375,,,926.4013022184372,long,True,True,,False,,16246.5380859375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_multi_news_00232,,,7760.765625,,,,,,summary,347.06588089466095,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,42.3828125,,,936.7044195532799,long,True,True,,False,,16405.2431640625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_qmsum_00056,,,7760.765625,,,,,,summary,348.1876365840435,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,47.1953125,,,991.8350428342819,long,True,True,,False,,16621.9140625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_qmsum_00141,,,7760.765625,,,,,,summary,398.0101943016052,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,45.5,,,1015.929315239191,long,True,True,,False,,16662.25537109375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_qmsum_00221,,,7760.765625,,,,,,summary,405.1991403102875,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,43.8046875,,,974.5789282023907,long,True,True,,False,,16300.15380859375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_samsum_00043,,,7760.765625,,,,,,summary,387.70515099167824,0
full_gpu,,,False,measured_replay,False,,,,,,,,,,,True,,,,47.6328125,,,987.7068661153316,long,True,True,,False,,16496.580078125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_samsum_00083,,,7760.765625,,,,,,summary,401.28103643655777,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.11767578125,,,1395.2951915562153,long,True,True,,False,,16000.69189453125,True,static_best,False,0.05237630841810409,0.14035087719298234,,static_best,,,,,qa_qasper_00060,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,350.3646068274975,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,6.7470703125,,,1374.4240552186966,long,True,True,,False,,15910.58935546875,True,static_best,False,0.05237630841810409,0.20952380952380967,,static_best,,,,,qa_musique_00113,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,297.6250909268856,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.2509765625,,,1414.4208878278732,long,True,True,,False,,16104.66455078125,True,static_best,False,0.05237630841810409,0.24615384615384617,,static_best,,,,,qa_2wikimqa_00017,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,353.10691967606544,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,9.1669921875,,,1429.584328085184,long,True,True,,False,,16145.50634765625,True,static_best,False,0.05237630841810409,0.1923076923076923,,static_best,,,,,qa_hotpotqa_00066,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,369.69447135925293,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,9.693359375,,,1447.622336447239,long,True,True,,False,,16298.5693359375,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_samsum_00033,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,415.3072088956833,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,9.49853515625,,,1465.5121564865112,long,True,True,,False,,16225.4873046875,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_samsum_00113,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,411.9533635675907,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,7.3349609375,,,1387.2531801462173,long,True,True,,False,,15954.22900390625,True,static_best,False,0.05237630841810409,0.125,,static_best,,,,,qa_qasper_00015,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,316.202811896801,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,7.886962890625,,,1377.620168030262,long,True,True,,False,,16008.80322265625,True,static_best,False,0.05237630841810409,0.4888888888888888,,static_best,,,,,qa_multifieldqa_en_00009,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,317.0851841568947,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,9.5634765625,,,1474.2406383156776,long,True,True,,False,,16245.7919921875,True,static_best,False,0.008575055311763887,0.20238095238095244,,static_best,,,,,summary_samsum_00178,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,413.36530074477196,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,9.134521484375,,,1416.1660708487034,long,True,True,,False,,16181.8583984375,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_2wikimqa_00067,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,365.0604411959648,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.12451171875,,,1422.299824655056,long,True,True,,False,,16120.80126953125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_2wikimqa_00137,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,357.0270389318466,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,9.008056640625,,,1442.0624114573002,long,True,True,,False,,16243.43408203125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_2wikimqa_00187,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,370.4410791397095,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.744873046875,,,1417.4719341099262,long,True,True,,False,,16128.279296875,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_hotpotqa_00046,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,360.5309911072254,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,7.695556640625,,,1391.7315267026424,long,True,True,,False,,16002.87158203125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_hotpotqa_00116,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,321.42168655991554,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,7.724609375,,,1378.6673694849014,long,True,True,,False,,15987.50439453125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_hotpotqa_00156,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,318.04344058036804,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.90380859375,,,1415.6764708459377,long,True,True,,False,,16154.71923828125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_hotpotqa_00206,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,362.8217503428459,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,9.206298828125,,,1465.02186357975,long,True,True,,False,,16282.0595703125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_multifieldqa_en_00004,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,407.7373370528221,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,12.545654296875,,,1616.8247796595097,long,True,True,,False,,16623.4580078125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_multifieldqa_en_00104,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,561.9462728500366,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.218505859375,,,1389.6781876683235,long,True,True,,False,,16062.6083984375,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_musique_00008,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,344.49897706508636,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.84228515625,,,1423.0095781385899,long,True,True,,False,,16172.32080078125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_musique_00073,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,367.9591603577137,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.351806640625,,,1403.9839431643486,long,True,True,,False,,16135.18408203125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_musique_00143,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,354.3267585337162,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.1826171875,,,1379.4286474585533,long,True,True,,False,,16080.05908203125,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_musique_00203,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,348.0192460119724,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,7.4033203125,,,1392.3684023320675,long,True,True,,False,,15969.34619140625,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_qasper_00000,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,331.8285308778286,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,6.977783203125,,,1371.983140707016,long,True,True,,False,,15932.67822265625,True,static_best,False,0.05237630841810409,0.0,,static_best,,,,,qa_qasper_00065,,,9744.34375,,0.29543670143496004,False,calibrated unsafe,,qa,309.4504587352276,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,17.737548828125,,,2000.241693109274,long,True,True,,False,,17462.12548828125,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_vcsum_00144,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,933.702252805233,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,6.776123046875,,,1340.9155458211899,long,True,True,,False,,15897.298828125,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_multi_news_00022,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,290.5139699578285,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,6.6103515625,,,1332.625463604927,long,True,True,,False,,15871.15380859375,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_gov_report_00080,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,287.57015988230705,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,7.46142578125,,,1357.2203256189823,long,True,True,,False,,15906.33251953125,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_gov_report_00220,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,309.9650852382183,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,6.977783203125,,,1381.6027604043484,long,True,True,,False,,15931.76220703125,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_multi_news_00047,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,310.66131219267845,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.478271484375,,,1415.4899381101131,long,True,True,,False,,16078.2978515625,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_multi_news_00072,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,364.9532422423363,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.708984375,,,1437.9904866218567,long,True,True,,False,,16136.89892578125,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_multi_news_00092,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,359.01863500475883,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,7.5263671875,,,1376.0867714881897,long,True,True,,False,,15971.65869140625,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_multi_news_00137,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,327.0184248685837,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,7.760498046875,,,1375.4746802151203,long,True,True,,False,,15984.7646484375,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_multi_news_00172,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,318.36966052651405,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.51416015625,,,1420.5079711973667,long,True,True,,False,,16099.48681640625,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_multi_news_00232,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,358.712125569582,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.813232421875,,,1419.4845482707024,long,True,True,,False,,16193.9833984375,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_qmsum_00056,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,366.7188249528408,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,10.248779296875,,,1467.6953554153442,long,True,True,,False,,16339.97705078125,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_qmsum_00141,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,417.30568557977676,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,9.2421875,,,1461.2660482525826,long,True,True,,False,,16313.5888671875,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_qmsum_00221,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,417.4690544605255,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,8.946533203125,,,1489.4517324864864,long,True,True,,False,,16201.0322265625,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_samsum_00043,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,404.83544766902924,0
kivi_2bit_residual32,,,False,measured_replay,False,,,,,,0.1,,0.05,,,False,,,,9.797607421875,,,1478.950060904026,long,True,True,,False,,16321.88623046875,True,static_best,False,0.008575055311763887,0.0,,static_best,,,,,summary_samsum_00083,,,9744.34375,,0.1485868660605585,False,calibrated unsafe,,summary,423.24334383010864,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,36.421875,,,916.5783487260342,long,True,True,,False,,16078.1142578125,True,static_safe,False,0.0,0.0,,static_safe,,,,,qa_qasper_00060,,,7760.765625,,0.0,True,exact fallback,,qa,330.5620141327381,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,31.71875,,,874.1600811481476,long,True,True,,False,,16112.10791015625,True,static_safe,False,0.0,0.0,,static_safe,,,,,qa_musique_00113,,,7760.765625,,0.0,True,exact fallback,,qa,278.80051359534264,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,37.84375,,,929.9262799322605,long,True,True,,False,,16423.8935546875,True,static_safe,False,0.0,0.0,,static_safe,,,,,qa_2wikimqa_00017,,,7760.765625,,0.0,True,exact fallback,,qa,335.24174615740776,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,41.78125,,,948.5894665122032,long,True,True,,False,,16237.2783203125,True,static_safe,False,0.0,0.0,,static_safe,,,,,qa_hotpotqa_00066,,,7760.765625,,0.0,True,exact fallback,,qa,355.56401684880257,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,45.0625,,,1011.333417147398,long,True,True,,False,,16629.10546875,True,static_safe,False,0.0,0.0,,static_safe,,,,,summary_samsum_00033,,,7760.765625,,0.0,True,exact fallback,,summary,399.8059816658497,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,44.734375,,,992.2315999865532,long,True,True,,False,,16327.03515625,True,static_safe,False,0.0,0.0,,static_safe,,,,,summary_samsum_00113,,,7760.765625,,0.0,True,exact fallback,,summary,398.8970033824444,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,33.90625,,,866.8585680425167,long,True,True,,False,,16105.3603515625,True,static_safe,False,0.0,0.0,,static_safe,,,,,qa_qasper_00015,,,7760.765625,,0.0,True,exact fallback,,qa,296.56367376446724,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,34.8359375,,,885.8717009425163,long,True,True,,False,,16269.5732421875,True,static_safe,False,0.0,0.0,,static_safe,,,,,qa_multifieldqa_en_00009,,,7760.765625,,0.0,True,exact fallback,,qa,295.24314776062965,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,44.84375,,,988.847091794014,long,True,True,,False,,16410.05029296875,True,static_safe,False,0.0,0.0,,static_safe,,,,,summary_samsum_00178,,,7760.765625,,0.0,True,exact fallback,,summary,403.7657864391804,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,41.7265625,,,984.2395596206188,long,True,True,,False,,16413.07568359375,True,static_safe,False,0.0,0.0,,static_safe,,,,,qa_2wikimqa_00067,,,7760.765625,,0.0,True,exact fallback,,qa,344.4199375808239,0
full_gpu,,,False,measured_replay,False,,,,,,0.1,,0.05,,,True,,,,38.828125,,,935.4882538318634,long,True,True,,False,,16406.3466796875,True,static_safe,False,0.0,0.0,,static_safe,,,,,qa_2wikimqa_00137,,,7760.765625,,0.0,True,exact fallback,,qa,340.55787324905396,0
