action_profile,audit_rate,backend_budget_hit,backend_name,budget_hit,candidate_safe_count,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,drift_state,epsilon,error,evicted_kv_mib,exact,fallback_reason,global_budget_mib,global_resident_kv_mib,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,policy_budget_filtered,pred_loss,quality_loss,queue_delay_ms,reason,recompute_ms,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,risk_upper,safe,session_id,task,ttft_ms,turn_index
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.234375,,,666.8057925999165,short,True,True,,False,,15186.71533203125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000055,,,7764.109375,,,,,qa,68.13305616378784,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,69.1796875,,,1222.1519984304905,nonshort,True,True,,False,,16997.90283203125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000055,,,7764.109375,,,,,qa,632.1885548532009,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,8.421875,,,666.5151789784431,short,True,True,,False,,15357.275390625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000056,,,7764.109375,,,,,qa,90.06517007946968,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,65.953125,,,1224.3355214595795,nonshort,True,True,,False,,17022.2412109375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000056,,,7764.109375,,,,,qa,640.997126698494,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.671875,,,678.3534064888954,short,True,True,,False,,15422.60400390625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000057,,,7764.109375,,,,,qa,69.99620795249939,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,70.65625,,,1262.6711130142212,nonshort,True,True,,False,,17260.119140625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000057,,,7764.109375,,,,,qa,674.2190346121788,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.5625,,,662.6731194555759,short,True,True,,False,,15226.82275390625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000058,,,7764.109375,,,,,qa,69.88100335001945,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,67.1015625,,,1209.9414467811584,nonshort,True,True,,False,,16973.01220703125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000058,,,7764.109375,,,,,qa,620.9239289164543,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,8.203125,,,723.5856577754021,short,True,True,,False,,15378.87939453125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000059,,,7764.109375,,,,,qa,88.82325515151024,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,66.0625,,,1285.7091799378395,nonshort,True,True,,False,,17052.76123046875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000059,,,7764.109375,,,,,qa,641.0717107355595,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.34375,,,661.8203036487103,short,True,True,,False,,15189.822265625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000060,,,7764.109375,,,,,qa,69.01471689343452,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,71.640625,,,1309.1676458716393,nonshort,True,True,,False,,17064.8994140625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000060,,,7764.109375,,,,,qa,716.2720188498497,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.3828125,,,652.2405929863453,short,True,True,,False,,15314.216796875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000061,,,7764.109375,,,,,qa,73.12288135290146,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,62.890625,,,1177.6040941476822,nonshort,True,True,,False,,16923.998046875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000061,,,7764.109375,,,,,qa,592.436172068119,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.984375,,,698.8534219563007,short,True,True,,False,,15440.4765625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000062,,,7764.109375,,,,,qa,88.97754177451134,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,67.375,,,1208.0285474658012,nonshort,True,True,,False,,17151.380859375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000062,,,7764.109375,,,,,qa,648.0273902416229,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.671875,,,661.7744527757168,short,True,True,,False,,15214.39697265625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000063,,,7764.109375,,,,,qa,70.41266933083534,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,63.3828125,,,1160.918489098549,nonshort,True,True,,False,,16857.3671875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000063,,,7764.109375,,,,,qa,564.484816044569,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.0,,,659.3491584062576,short,True,True,,False,,15348.462890625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000064,,,7764.109375,,,,,qa,71.06011733412743,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,66.609375,,,1220.0914807617664,nonshort,True,True,,False,,17069.80029296875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000064,,,7764.109375,,,,,qa,640.3709128499031,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,11.046875,,,698.478989303112,short,True,True,,False,,15324.02880859375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000065,,,7764.109375,,,,,qa,99.53866899013519,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,73.5,,,1317.9190754890442,nonshort,True,True,,False,,17120.93212890625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000065,,,7764.109375,,,,,qa,726.3314537703991,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.765625,,,667.0946329832077,short,True,True,,False,,15345.25048828125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000066,,,7764.109375,,,,,qa,72.9958787560463,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,64.3125,,,1209.1277576982975,nonshort,True,True,,False,,16982.4580078125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000066,,,7764.109375,,,,,qa,631.0554221272469,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.9296875,,,661.4309810101986,short,True,True,,False,,15447.609375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000067,,,7764.109375,,,,,qa,88.74153718352318,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,66.171875,,,1225.7553413510323,nonshort,True,True,,False,,17125.45166015625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000067,,,7764.109375,,,,,qa,641.3343362510204,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.328125,,,662.7077497541904,short,True,True,,False,,15217.775390625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000068,,,7764.109375,,,,,qa,73.16062971949577,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,68.5234375,,,1226.8458157777786,nonshort,True,True,,False,,16981.31103515625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000068,,,7764.109375,,,,,qa,631.040446460247,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.1640625,,,660.3203006088734,short,True,True,,False,,15308.29736328125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000069,,,7764.109375,,,,,qa,71.67116925120354,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,71.75,,,1307.2662614285946,nonshort,True,True,,False,,17163.96484375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000069,,,7764.109375,,,,,qa,716.2172459065914,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.4375,,,656.2882177531719,short,True,True,,False,,15422.001953125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000070,,,7764.109375,,,,,qa,71.2699443101883,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,64.2578125,,,1189.8197419941425,nonshort,True,True,,False,,17062.12939453125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000070,,,7764.109375,,,,,qa,601.2177020311356,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.4921875,,,670.67551612854,short,True,True,,False,,15532.6064453125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000071,,,7764.109375,,,,,qa,70.79902291297913,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,73.28125,,,1313.4570382535458,nonshort,True,True,,False,,17104.08056640625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000071,,,7764.109375,,,,,qa,724.8073890805244,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.5078125,,,656.6115356981754,short,True,True,,False,,15297.845703125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000072,,,7764.109375,,,,,qa,68.755604326725,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,68.578125,,,1248.757041990757,nonshort,True,True,,False,,17085.67041015625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000072,,,7764.109375,,,,,qa,659.1664999723434,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.8203125,,,651.2380130589008,short,True,True,,False,,15454.7021484375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000073,,,7764.109375,,,,,qa,72.28835299611092,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,67.8125,,,1235.484290868044,nonshort,True,True,,False,,17183.5693359375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000073,,,7764.109375,,,,,qa,654.0582999587059,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.0703125,,,656.005185097456,short,True,True,,False,,15531.17333984375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000074,,,7764.109375,,,,,qa,67.16477125883102,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,67.265625,,,1225.1447513699532,nonshort,True,True,,False,,17291.48486328125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000074,,,7764.109375,,,,,qa,646.3011205196381,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,8.1484375,,,680.4788894951344,short,True,True,,False,,15284.71142578125,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000075,,,7764.109375,,,,,qa,89.30088952183723,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,64.09375,,,1212.0363786816597,nonshort,True,True,,False,,16907.23681640625,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000075,,,7764.109375,,,,,qa,629.4654123485088,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,8.3125,,,651.5914686024189,short,True,True,,False,,15400.912109375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000076,,,7764.109375,,,,,qa,90.20466729998589,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,64.1484375,,,1181.2586337327957,nonshort,True,True,,False,,17021.458984375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000076,,,7764.109375,,,,,qa,603.9710715413094,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.1796875,,,649.6988162398338,short,True,True,,False,,15475.03857421875,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_raghot_000077,,,7764.109375,,,,,qa,67.29163229465485,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,68.6328125,,,1205.8761194348335,nonshort,True,True,,False,,17272.4833984375,False,full_lru,False,,0.0,,full precision exact profile,,,,,qa_longbench_000077,,,7764.109375,,,,,qa,623.9582523703575,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,5.4140625,,,660.4240648448467,short,True,True,,False,,15238.359375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000157,,,7764.109375,,,,,summary,65.18586724996567,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,21.875,,,820.211723446846,nonshort,True,True,,False,,15711.22119140625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000149,,,7764.109375,,,,,summary,214.59248661994934,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,5.25,,,656.08811378479,short,True,True,,False,,15342.6533203125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000167,,,7764.109375,,,,,summary,65.0072954595089,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,34.5078125,,,867.9089024662971,nonshort,True,True,,False,,16178.7470703125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000151,,,7764.109375,,,,,summary,294.05947774648666,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,5.46875,,,656.3266888260841,short,True,True,,False,,15164.974609375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000174,,,7764.109375,,,,,summary,66.38158112764359,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,20.6171875,,,768.2000994682312,nonshort,True,True,,False,,15600.6806640625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000152,,,7764.109375,,,,,summary,176.30278319120407,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,2.953125,,,629.0609687566757,short,True,True,,False,,15196.09228515625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000194,,,7764.109375,,,,,summary,56.314632296562195,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,32.6484375,,,861.8749380111694,nonshort,True,True,,False,,16041.99755859375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000153,,,7764.109375,,,,,summary,287.5889353454113,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,4.265625,,,645.0512818992138,short,True,True,,False,,15350.30859375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000207,,,7764.109375,,,,,summary,60.363784432411194,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,8.3671875,,,667.8657680749893,nonshort,True,True,,False,,15471.046875,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000154,,,7764.109375,,,,,summary,89.60505947470665,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,4.8125,,,657.1004614233971,short,True,True,,False,,15225.7958984375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000212,,,7764.109375,,,,,summary,61.18304654955864,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,24.171875,,,800.5539663136005,nonshort,True,True,,False,,15780.3603515625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000155,,,7764.109375,,,,,summary,222.59066253900528,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.671875,,,663.4844057261944,short,True,True,,False,,15390.88525390625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000233,,,7764.109375,,,,,summary,71.0267685353756,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,25.046875,,,788.2127575576305,nonshort,True,True,,False,,15919.3583984375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000156,,,7764.109375,,,,,summary,226.9630767405033,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,5.03125,,,652.7887992560863,short,True,True,,False,,15152.5517578125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000244,,,7764.109375,,,,,summary,64.21808153390884,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,25.7578125,,,815.1867091655731,nonshort,True,True,,False,,15748.6708984375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000158,,,7764.109375,,,,,summary,226.43155232071877,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,4.921875,,,642.1757228672504,short,True,True,,False,,15259.9443359375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000250,,,7764.109375,,,,,summary,63.145145773887634,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,20.8359375,,,771.0798121988773,nonshort,True,True,,False,,15717.07470703125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000159,,,7764.109375,,,,,summary,176.51037871837616,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,5.359375,,,686.9369074702263,short,True,True,,False,,15381.291015625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000257,,,7764.109375,,,,,summary,64.87341970205307,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,37.515625,,,945.7746259868145,nonshort,True,True,,False,,16299.8017578125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000160,,,7764.109375,,,,,summary,338.9870710670948,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,6.125,,,658.6306616663933,short,True,True,,False,,15264.33447265625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000268,,,7764.109375,,,,,summary,67.39679723978043,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,8.0390625,,,671.2537370622158,nonshort,True,True,,False,,15324.81494140625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000161,,,7764.109375,,,,,summary,88.07631209492683,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,4.7578125,,,638.5587975382805,short,True,True,,False,,15321.18017578125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000271,,,7764.109375,,,,,summary,60.50321087241173,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,22.9140625,,,804.3143004179001,nonshort,True,True,,False,,15841.52587890625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000162,,,7764.109375,,,,,summary,216.29204973578453,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,5.3046875,,,667.3445701599121,short,True,True,,False,,15160.31640625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000278,,,7764.109375,,,,,summary,65.65243005752563,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,9.953125,,,690.603706985712,nonshort,True,True,,False,,15298.6845703125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000163,,,7764.109375,,,,,summary,95.32405808568001,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,5.140625,,,671.6779470443726,short,True,True,,False,,15250.6005859375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000281,,,7764.109375,,,,,summary,65.21479785442352,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,39.921875,,,944.3647935986519,nonshort,True,True,,False,,16243.4365234375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000164,,,7764.109375,,,,,summary,348.739817738533,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,3.4453125,,,658.1641063094139,short,True,True,,False,,15329.85986328125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000290,,,7764.109375,,,,,summary,57.81877040863037,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,7.7109375,,,655.7575538754463,nonshort,True,True,,False,,15454.21142578125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000165,,,7764.109375,,,,,summary,71.90405204892159,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,4.7578125,,,631.134919822216,short,True,True,,False,,15230.96533203125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000297,,,7764.109375,,,,,summary,60.26415154337883,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,24.1171875,,,779.8991799354553,nonshort,True,True,,False,,15785.4755859375,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000166,,,7764.109375,,,,,summary,220.56919708848,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,15.421875,,,747.2382970154285,nonshort,True,True,,False,,15644.94580078125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000168,,,7764.109375,,,,,summary,161.34310886263847,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,15.9140625,,,748.2642084360123,nonshort,True,True,,False,,15749.80908203125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000169,,,7764.109375,,,,,summary,162.46294975280762,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,14.65625,,,704.6833522617817,nonshort,True,True,,False,,15506.39892578125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000170,,,7764.109375,,,,,summary,126.43948942422867,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,22.96875,,,818.9536556601524,nonshort,True,True,,False,,15839.17529296875,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000171,,,7764.109375,,,,,summary,218.95956248044968,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,37.2421875,,,924.301415681839,nonshort,True,True,,False,,16340.18603515625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000172,,,7764.109375,,,,,summary,331.3378542661667,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,28.2734375,,,841.4384238421917,nonshort,True,True,,False,,15889.35009765625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000173,,,7764.109375,,,,,summary,236.68817803263664,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,39.703125,,,941.409770399332,nonshort,True,True,,False,,16320.85595703125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000175,,,7764.109375,,,,,summary,347.4119082093239,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,48.8359375,,,1002.8728134930134,nonshort,True,True,,False,,16696.76806640625,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000176,,,7764.109375,,,,,summary,410.2780967950821,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,43.640625,,,1002.3150593042374,nonshort,True,True,,False,,16248.955078125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000177,,,7764.109375,,,,,summary,399.52393621206284,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,30.3515625,,,848.5127426683903,nonshort,True,True,,False,,15997.3232421875,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000178,,,7764.109375,,,,,summary,271.1726389825344,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,53.1015625,,,1052.6860728859901,nonshort,True,True,,False,,16754.3935546875,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000179,,,7764.109375,,,,,summary,469.43357586860657,0
full_gpu,,False,measured_replay,False,,,,,,,,,,,True,,,,76.671875,,,1384.825523942709,nonshort,True,True,,False,,17563.93798828125,False,full_lru,False,,0.0,,full precision exact profile,,,,,summary_xsum_000180,,,7764.109375,,,,,summary,789.2852127552032,0
kivi_2bit_residual64,,False,measured_replay,False,,,,,,0.1,,0.1,,,False,calibrated unsafe,,,1.9140625,,,838.9886021614075,short,True,True,,False,,15066.94189453125,True,static_best,False,0.013289634342265924,0.0,,static_best,,,,,qa_raghot_000050,,,9612.76171875,,0.2010372560080163,False,,qa,71.3820606470108,0
kivi_2bit_residual64,,False,measured_replay,False,,,,,,0.1,,0.1,,,False,calibrated unsafe,,,13.591552734375,,,1733.372624963522,nonshort,True,True,,False,,16725.85546875,True,static_best,False,0.013219432509846038,0.0,,static_best,,,,,qa_longbench_000050,,,9612.76171875,,0.17234989756136357,False,,qa,659.474078565836,0
