config,run_dir,diagnostic_only,quality_status,violation_status,policy,memory_budget_mib,epsilon,delta,mean_quality_loss,mean_quality_estimate,p50_quality_loss,p95_quality_loss,p99_quality_loss,cvar_quality_loss,violation_rate,worst_group_violation,delta_slack,safe_ratio,risk_upper_mean,pred_loss_mean,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_peak_memory_mib,p95_peak_memory_mib,mean_kv_cache_memory_mib,p95_kv_cache_memory_mib,fallback_ratio,exact_fallback_ratio,exact_action_ratio,lossy_action_ratio,candidate_safe_count,budget_hit_rate,restore_count,restore_time_ms,recompute_count,recompute_time_ms,queue_delay_ms,mean_global_resident_kv_mib,p95_global_resident_kv_mib,task_distribution,length_bucket_distribution,task_length_distribution,controller_overhead_ms,controller_qrp_ms,controller_cg_ms,controller_stc_ms,oracle_cost_ms,optimality_gap,audit_rate,audit_sample_count,action_distribution,experiment_type,backend_events_applicable,backend_semantics_status,backend_not_applicable_reason,session_reuse_evidence,global_resident_evolution,backend_event_evidence,policy_comparison_status
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,static_best,25.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,555.0363789852709,283.7240369990468,1371.3258600700647,1371.3258600700647,16138.2341796875,17997.8935546875,10.64383544921875,25.0,0.0,0.0,0.0,1.0,,0.2,0.0,,0.0,,0.23822021484375,10.64383544921875,25.0,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""h2o_heavy15_recent15"": 5}",,True,validated,,True,True,True,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,static_safe,25.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,547.5841894885152,310.79573184251785,1338.1705205652863,1338.1705205652863,16152.45830078125,18001.02734375,11.810986328125,25.0,0.0,0.0,0.0,1.0,,0.2,0.0,,0.0,,0.3037939453125,11.810986328125,25.0,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""kivi_4bit_residual32"": 5}",,True,validated,,True,True,True,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,utility_dynamic,25.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,540.5406213831156,297.79845499433577,1333.5123099386692,1333.5123099386692,16144.06416015625,17982.466796875,8.785205078125,21.44775390625,0.0,0.0,0.0,1.0,8.0,0.0,0.0,,0.0,,0.0,8.785205078125,21.44775390625,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""kivi_2bit_residual32"": 5}",,True,validated,,True,True,False,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,uncalibrated_dynamic,25.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,555.0363789852709,283.7240369990468,1371.3258600700647,1371.3258600700647,16138.2341796875,17997.8935546875,10.64383544921875,25.0,0.0,0.0,0.0,1.0,7.8,0.2,0.0,,0.0,,0.23822021484375,10.64383544921875,25.0,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""h2o_heavy15_recent15"": 5}",,True,validated,,True,True,True,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,full_lru,30.0,0.1,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,443.8724036371708,174.76812796667218,1230.0092812173068,1230.0092812173068,16178.26201171875,18097.50439453125,18.4203125,30.0,0.0,0.0,1.0,0.0,,0.4,1.0,12.46875,0.0,,3.4795312499999995,18.4203125,30.0,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""full_gpu"": 5}",,True,validated,,True,True,True,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,static_best,30.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,554.8863789852709,283.7240369990468,1370.5758600700647,1370.5758600700647,16138.2341796875,17997.8935546875,11.64383544921875,30.0,0.0,0.0,0.0,1.0,,0.2,0.0,,0.0,,0.08822021484375,11.64383544921875,30.0,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""h2o_heavy15_recent15"": 5}",,True,validated,,True,True,True,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,static_safe,30.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,547.4341894885152,310.79573184251785,1337.4205205652863,1337.4205205652863,16152.45830078125,18001.02734375,12.810986328125,30.0,0.0,0.0,0.0,1.0,,0.2,0.0,,0.0,,0.15379394531249999,12.810986328125,30.0,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""kivi_4bit_residual32"": 5}",,True,validated,,True,True,True,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,utility_dynamic,30.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,540.5406213831156,297.79845499433577,1333.5123099386692,1333.5123099386692,16144.06416015625,17982.466796875,8.785205078125,21.44775390625,0.0,0.0,0.0,1.0,8.0,0.0,0.0,,0.0,,0.0,8.785205078125,21.44775390625,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""kivi_2bit_residual32"": 5}",,True,validated,,True,True,False,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,uncalibrated_dynamic,30.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,554.8863789852709,283.7240369990468,1370.5758600700647,1370.5758600700647,16138.2341796875,17997.8935546875,11.64383544921875,30.0,0.0,0.0,0.0,1.0,8.0,0.2,0.0,,0.0,,0.08822021484375,11.64383544921875,30.0,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""h2o_heavy15_recent15"": 5}",,True,validated,,True,True,True,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,full_lru,35.0,0.1,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,443.2224036371708,174.76812796667218,1227.5092812173068,1227.5092812173068,16178.26201171875,18097.50439453125,20.4203125,35.0,0.0,0.0,1.0,0.0,,0.4,1.0,10.71875,0.0,,3.1795312499999997,20.4203125,35.0,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""full_gpu"": 5}",,True,validated,,True,True,True,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,static_best,35.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,554.7981587704271,283.7240369990468,1370.134758995846,1370.134758995846,16138.2341796875,17997.8935546875,12.23197021484375,32.940673828125,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,0.0,12.23197021484375,32.940673828125,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""h2o_heavy15_recent15"": 5}",,True,validated,,True,True,False,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,static_safe,35.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,547.2841894885153,310.79573184251785,1336.6705205652863,1336.6705205652863,16152.45830078125,18001.02734375,13.810986328125,35.0,0.0,0.0,0.0,1.0,,0.2,0.0,,0.0,,0.0037939453125000002,13.810986328125,35.0,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""kivi_4bit_residual32"": 5}",,True,validated,,True,True,True,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,utility_dynamic,35.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,540.5406213831156,297.79845499433577,1333.5123099386692,1333.5123099386692,16144.06416015625,17982.466796875,8.785205078125,21.44775390625,0.0,0.0,0.0,1.0,8.0,0.0,0.0,,0.0,,0.0,8.785205078125,21.44775390625,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""kivi_2bit_residual32"": 5}",,True,validated,,True,True,False,
/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912/coarse_config.yaml,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/second_memory_pressure_20260912,True,risk_evidence_insufficient,risk_evidence_insufficient,uncalibrated_dynamic,35.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,554.7981587704271,283.7240369990468,1370.134758995846,1370.134758995846,16138.2341796875,17997.8935546875,12.23197021484375,32.940673828125,0.0,0.0,0.0,1.0,8.0,0.0,0.0,,0.0,,0.0,12.23197021484375,32.940673828125,"{""chat"": 2, ""summary"": 3}","{""long"": 1, ""medium"": 2, ""short"": 1, ""xl"": 1}","{""chat/medium"": 1, ""chat/short"": 1, ""summary/long"": 1, ""summary/medium"": 1, ""summary/xl"": 1}",,,,,,,0.1,0.0,"{""h2o_heavy15_recent15"": 5}",,True,validated,,True,True,False,
